docid	ID	StrainCollectionID	LGCPlate	LGCPCR1	LGCPCR2	Status	specificnextstep	Kingdom	Phylum	Class	Order	Family	Genus	LGCyesorno	Comment	correcturenecessary	morphok	morphgroup	mc1	mc2	mc3	mc4
1032	C2_S07_BR_04	ID-1065	Plate07	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Kurtzmaniella-Candida_clade	NA	NA	NA	yes	100	3	NA	NA	NA
1031	C2_S07_BR_05	ID-1066	Plate07	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	NA	NA	NA	yes	100	21	NA	NA	NA
1030	C2_S07_BR_06	ID-1067	Plate07	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	NA	NA	NA	yes	100	8	NA	NA	NA
1029	C2_S07_BR_07	ID-1068	Plate09	NA	NA	DONE	-	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA	NA	NA	yes	100	3	NA	NA	NA
443	C2_S07_MRS_01	ID-0462	Plate08	NA	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	yes	NA	NA	yes	96	290	0	0	NA
442	C2_S07_MRS_02	ID-0463	Plate08	ok	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	yes	NA	NA	yes	96	144	0	0	NA
441	C2_S07_MRS_03	ID-0464	Plate08	ok	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	yes	NA	NA	yes	96	41	0	0	NA
773	C2_S07_MRS_04	ID-0804	NA	NA	NA	open	alternative extraction	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	96	0	2	1	NA
772	C2_S07_MRS_05	ID-0805	NA	NA	NA	open	alternative extraction	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	96	0	51	6	NA
771	C2_S07_MRS_06	ID-0806	NA	NA	NA	RES	pipet to LGC layout for 16shipmentLGC_send only if there are space on plates	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	96	0	39	1	NA
1142	C2_S07_MRS_07	ID-1183	Plate09	NA	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	NA	NA	NA	yes	96	0	0	3	NA
1141	C2_S07_MRS_08	ID-1184	Plate09	NA	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	NA	NA	NA	yes	96	0	0	4	NA
1140	C2_S07_MRS_09	ID-1185	Plate09	NA	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	NA	NA	NA	yes	96	0	0	2	NA
852	C2_S07_PCA_01	ID-0885	NA	NA	NA	RES	pipet to LGC layout for 16shipmentLGC_send only if there are space on plates	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	95	47	0	NA	NA
851	C2_S07_PCA_02	ID-0886	NA	NA	NA	open	alternative extraction	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	95	14	0	NA	NA
850	C2_S07_PCA_03	ID-0887	NA	NA	NA	RES	pipet to LGC layout for 16shipmentLGC_send only if there are space on plates	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	95	70	0	NA	NA
849	C2_S07_PCA_04	ID-0888	NA	NA	NA	open	alternative extraction	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	95	1	0	NA	NA
864	C2_S07_PCA_05	ID-0889	NA	NA	NA	RES	pipet to LGC layout for 16shipmentLGC_send only if there are space on plates	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	95	6	0	NA	NA
1101	C2_S07_PCA_05	ID-1144	NA	NA	NA	RES	pipet to LGC layout for 16shipmentLGC_send only if there are space on plates	NV	NV	NV	NV	NV	NV	NA	NA	NA	mis	95	NA	NA	NA	NA
863	C2_S07_PCA_06	ID-0890	NA	NA	NA	open	alternative extraction	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	95	1	0	NA	NA
1119	C2_S07_PCA_07	ID-1158	NA	NA	NA	RES	pipet to LGC layout for 16shipmentLGC_send only if there are space on plates	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	95	0	2	NA	NA
778	C2_S07_PCA_08	ID-0815	NA	NA	NA	open	alternative extraction	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	95	0	5	NA	NA
777	C2_S07_PCA_09	ID-0816	NA	NA	NA	open	alternative extraction	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	95	0	2	NA	NA
792	C2_S07_PCA_10	ID-0817	NA	NA	NA	RES	pipet to LGC layout for 16shipmentLGC_send only if there are space on plates	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	95	0	5	NA	NA
791	C2_S07_PCA_11	ID-0818	NA	NA	NA	RES	pipet to LGC layout for 16shipmentLGC_send only if there are space on plates	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	95	0	1	NA	NA
854	C2_S07_PCA_13	ID-0883	NA	NA	NA	RES	pipet to LGC layout for 16shipmentLGC_send only if there are space on plates	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	95	0	2	NA	NA
853	C2_S07_PCA_14	ID-0884	NA	NA	NA	RES	pipet to LGC layout for 16shipmentLGC_send only if there are space on plates	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	95	0	1	NA	NA
478	C2_S07_VRBD_01	ID-0491	Plate01	contamination	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	recultivated, freshly extracted and again 16S negative, new no. C2_S07_VRBD_01W	NA	yes	97	100	0	NA	NA
1301	C2_S07_VRBD_01W	ID-1468	NA	NA	NA	open	pipet to LGC layout for 16shipmentLGC	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	97	100	0	NA	NA
477	C2_S07_VRBD_02	ID-0492	Plate01	ok	NA	DONE	-	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	NA	NA	NA	yes	97	10	0	NA	NA
476	C2_S07_VRBD_03	ID-0493	Plate01	ok	NA	DONE	-	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	NA	NA	NA	yes	97	4	0	NA	NA
475	C2_S07_VRBD_04	ID-0494	Plate01	contamination	NA	RES	-	NV	NV	NV	NV	NV	NV	NA	same as	NA	yes	97	0	500	NA	NA
1300	C2_S07_VRBD_04W	ID-1469	NA	NA	NA	open	NA	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	97	0	500	NA	NA
906	C2_S07_YGC25_01	ID-0947	Plate07	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Wickerhamomyces	NA	NA	NA	yes	98	45	NA	NA	NA
905	C2_S07_YGC25_02	ID-0948	Plate07	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Kurtzmaniella-Candida_clade	NA	NA	NA	yes	98	16	NA	NA	NA
920	C2_S07_YGC25_03	ID-0949	Plate09	NA	NA	DONE	-	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA	NA	NA	yes	98	9	NA	NA	NA
919	C2_S07_YGC25_04	ID-0950	NA	NA	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	recultivated, freshly extracted and again 16S negative, new no. C2_S07_YGC25_04W	NA	mis	98	NA	NA	NA	NA
1373	C2_S07_YGC25_04W	ID-1544	NA	NA	NA	open	pipet to LGC for 18S shipment	NV	NV	NV	NV	NV	NV	NA	NA	NA	mis	98	NA	NA	NA	NA
918	C2_S07_YGC25_05	ID-0951	Plate07	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	NA	NA	NA	yes	98	21	NA	NA	NA
917	C2_S07_YGC25_06	ID-0952	Plate07	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	NA	NA	NA	yes	98	1	NA	NA	NA
916	C2_S07_YGC25_08	ID-0953	Plate07	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Kurtzmaniella-Candida_clade	NA	NA	NA	yes	98	1	NA	NA	NA
915	C2_S07_YGC25_09	ID-0954	Plate07	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Kurtzmaniella-Candida_clade	NA	NA	NA	yes	98	61	NA	NA	NA
728	C2_S07_YGC4_01	ID-0749	NA	-	NA	RES	pipet to LGC layout for 16shipmentLGC_send only if there are space on plates	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	99	1	NA	NA	NA
1004	C2_S08_BR_01	ID-1045	NA	NA	NA	RES	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Kurtzmaniella-Candida_clade	NA	ID exists twice, in case of need, recultitvation and sequencing necessary 	NA	no	106	NA	NA	NA	NA
1046	C2_S08_BR_01	ID-1083	Plate07	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Kurtzmaniella-Candida_clade	NA	NA	NA	no	106	NA	NA	NA	NA
1003	C2_S08_BR_02	ID-1046	Plate07	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Incertae_Sedis	Candida	NA	NA	NA	no	106	NA	NA	NA	NA
1045	C2_S08_BR_02r	ID-1084	Plate07	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Wickerhamomyces	NA	NA	NA	no	106	NA	NA	NA	NA
1002	C2_S08_BR_03	ID-1047	Plate09	NA	NA	DONE	-	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	NA	NA	NA	no	106	NA	NA	NA	NA
1044	C2_S08_BR_03	ID-1085	Plate07	ok	NA	DONE	-	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	NA	NA	NA	no	106	NA	NA	NA	NA
1001	C2_S08_BR_04	ID-1048	NA	NA	NA	RES	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	NA	NA	NA	ID exists twice, in case of need, recultitvation and sequencing necessary 	NA	no	106	NA	NA	NA	NA
1043	C2_S08_BR_04	ID-1086	Plate07	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	NA	NA	NA	NA	NA	no	106	NA	NA	NA	NA
1016	C2_S08_BR_05	ID-1049	NA	NA	NA	RES	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Kurtzmaniella-Candida_clade	NA	ID exists twice, in case of need, recultitvation and sequencing necessary 	NA	no	106	NA	NA	NA	NA
1042	C2_S08_BR_05	ID-1087	Plate07	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Kurtzmaniella-Candida_clade	NA	NA	NA	no	106	NA	NA	NA	NA
1015	C2_S08_BR_06	ID-1050	Plate07	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Kurtzmaniella-Candida_clade	NA	NA	NA	no	106	NA	NA	NA	NA
1041	C2_S08_BR_06r	ID-1088	Plate07	ok	NA	DONE	-	NV	NV	NV	NV	NV	NV	NA	NA	NA	no	106	NA	NA	NA	NA
1056	C2_S08_BR_07	ID-1089	Plate09	NA	NA	DONE	-	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA	NA	NA	no	106	NA	NA	NA	NA
1163	C2_S08_MRS_01	ID-1214	Plate09	NA	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	NA	NA	NA	yes	102	20	11	NA	NA
1162	C2_S08_MRS_02	ID-1215	Plate09	NA	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	NA	NA	NA	yes	102	13	0	NA	NA
1161	C2_S08_MRS_03	ID-1216	Plate09	NA	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	NA	NA	NA	yes	102	3	0	NA	NA
1176	C2_S08_MRS_04	ID-1217	NA	NA	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	failed recultivation	NA	yes	102	2	0	NA	NA
1175	C2_S08_MRS_05	ID-1218	Plate09	NA	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	contamination	NA	yes	102	0	1	NA	NA
1174	C2_S08_MRS_06	ID-1219	Plate09	NA	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	NA	NA	NA	yes	102	1	0	NA	NA
1173	C2_S08_MRS_07	ID-1220	Plate09	NA	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	NA	NA	NA	yes	102	7	1	NA	NA
1172	C2_S08_MRS_08	ID-1221	Plate09	NA	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	NA	NA	NA	yes	102	2	0	NA	NA
1171	C2_S08_MRS_09	ID-1222	Plate09	NA	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	NA	NA	NA	yes	102	52	1	NA	NA
816	C2_S08_PCA_01	ID-0841	NA	NA	NA	RES	pipet to LGC layout for 16shipmentLGC_send only if there are space on plates	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	101	19	5	NA	NA
815	C2_S08_PCA_02	ID-0842	NA	NA	NA	open	alternative extraction	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	101	1	2	NA	NA
814	C2_S08_PCA_03	ID-0843	NA	NA	NA	RES	pipet to LGC layout for 16shipmentLGC_send only if there are space on plates	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	101	32	8	NA	NA
813	C2_S08_PCA_04	ID-0844	NA	NA	NA	RES	pipet to LGC layout for 16shipmentLGC_send only if there are space on plates	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	101	0	1	NA	NA
812	C2_S08_PCA_05	ID-0845	NA	NA	NA	open	alternative extraction	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	101	1	0	NA	NA
811	C2_S08_PCA_06	ID-0846	NA	NA	NA	RES	pipet to LGC layout for 16shipmentLGC_send only if there are space on plates	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	101	0	1	NA	NA
810	C2_S08_PCA_07	ID-0847	NA	NA	NA	open	alternative extraction	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	101	2	0	NA	NA
783	C2_S08_VRBD_01	ID-0810	NA	NA	NA	open	alternative extraction	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	103	150	80	NA	NA
782	C2_S08_VRBD_02	ID-0811	NA	NA	NA	open	alternative extraction	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	103	13	0	NA	NA
926	C2_S08_YGC25_01	ID-0959	NA	NA	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	recultivated, freshly extracted and again 16S negative, new no. C2_S08_YGC25_01W	NA	yes	104	300	22	NA	NA
1372	C2_S08_YGC25_01W	ID-1545	NA	NA	NA	open	pipet to new PCR layout for 16S PCR	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	104	300	22	NA	NA
925	C2_S08_YGC25_02	ID-0960	Plate07	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Wickerhamomyces	NA	NA	NA	yes	104	26	1	NA	NA
924	C2_S08_YGC25_03	ID-0961	Plate09	NA	NA	DONE	-	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA	NA	NA	yes	104	13	1	NA	NA
923	C2_S08_YGC25_04	ID-0962	Plate07	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Kurtzmaniella-Candida_clade	NA	NA	NA	yes	104	2	0	NA	NA
922	C2_S08_YGC25_05	ID-0963	Plate09	NA	NA	DONE	-	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA	NA	NA	yes	104	11	0	NA	NA
963	C2_S08_YGC4_01	ID-1006	Plate09	NA	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	contamination	NA	yes	105	450	319	NA	NA
962	C2_S08_YGC4_02	ID-1007	Plate09	NA	NA	DONE	-	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA	NA	NA	yes	105	20	2	NA	NA
961	C2_S08_YGC4_03	ID-1008	Plate07	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Kurtzmaniella-Candida_clade	NA	NA	NA	yes	105	34	1	NA	NA
976	C2_S08_YGC4_04	ID-1009	Plate09	NA	NA	DONE	-	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA	NA	NA	yes	105	14	0	NA	NA
975	C2_S08_YGC4_05	ID-1010	NA	NA	NA	RES	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	NA	ID exists twice, in case of need, recultitvation and sequencing necessary 	NA	yes	105	2	0	NA	NA
974	C2_S08_YGC4_06	ID-1011	NA	NA	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	failed recultivation	NA	yes	105	0	50	NA	NA
1024	C2_S09_BR_01	ID-1057	Plate07	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Kurtzmaniella-Candida_clade	NA	NA	NA	yes	112	0	1	NA	NA
1023	C2_S09_BR_02	ID-1058	Plate07	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Kurtzmaniella-Candida_clade	NA	NA	NA	yes	112	34	2	NA	NA
1022	C2_S09_BR_03	ID-1059	Plate07	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Kurtzmaniella-Candida_clade	NA	NA	NA	yes	112	1	0	NA	NA
1021	C2_S09_BR_04	ID-1060	Plate09	NA	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	contamination	NA	yes	112	9	0	NA	NA
1020	C2_S09_BR_05	ID-1061	NA	NA	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	recultivated, freshly extracted and again 16S negative, new no. C2_S09_BR_05W	NA	yes	112	11	0	NA	NA
1338	C2_S09_BR_05W	ID-1515	NA	NA	NA	open	pipet to new PCR layout for 16S PCR	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	112	11	0	NA	NA
1158	C2_S09_MRS_01	ID-1203	Plate09	NA	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	NA	NA	NA	yes	108	10	4	NA	NA
1157	C2_S09_MRS_02	ID-1204	Plate09	NA	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	NA	NA	NA	yes	108	0	1	NA	NA
1156	C2_S09_MRS_03	ID-1205	Plate09	NA	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	NA	NA	NA	yes	108	15	0	NA	NA
1155	C2_S09_MRS_04	ID-1206	Plate09	NA	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	NA	NA	NA	yes	108	31	0	NA	NA
1154	C2_S09_MRS_05	ID-1207	Plate09	NA	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	NA	NA	NA	yes	108	9	0	NA	NA
1153	C2_S09_MRS_06	ID-1208	Plate09	NA	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	NA	NA	NA	yes	108	1	0	NA	NA
1168	C2_S09_MRS_07	ID-1209	Plate09	NA	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	NA	NA	NA	yes	108	33	0	NA	NA
1167	C2_S09_MRS_08	ID-1210	Plate09	NA	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	NA	NA	NA	yes	108	115	13	NA	NA
825	C2_S09_PCA_01	ID-0864	Plate08	ok	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	NA	NA	NA	yes	107	166	31	NA	NA
840	C2_S09_PCA_02	ID-0865	Plate08	ok	NA	DONE	-	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcus	NA	NA	NA	yes	107	0	2	NA	NA
839	C2_S09_PCA_03	ID-0866	Plate08	ok	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	NA	NA	NA	yes	107	21	7	NA	NA
838	C2_S09_PCA_04	ID-0867	Plate08	ok	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	NA	NA	NA	yes	107	6	0	NA	NA
837	C2_S09_PCA_05	ID-0868	Plate08	ok	NA	DONE	-	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA	NA	NA	mis	107	0	0	NA	NA
836	C2_S09_PCA_06	ID-0869	Plate08	ok	NA	DONE	-	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Hafniaceae	Hafnia-Obesumbacterium	NA	NA	NA	yes	107	1	0	NA	NA
835	C2_S09_PCA_07	ID-0870	Plate08	NA	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	contamination, if time and capacity reculturing 	NA	yes	107	0	1	NA	NA
834	C2_S09_PCA_08	ID-0871	Plate08	NA	NA	open	streaking	NV	NV	NV	NV	NV	NV	NA	only slightly contaminated	NA	yes	107	0	1	NA	NA
833	C2_S09_PCA_09	ID-0872	NA	NA	NA	open	alternative extraction	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	107	1	0	NA	NA
1215	C2_S09_VRBD_01	ID-1258	NA	NA	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	recultivated, freshly extracted and again 16S negative, new no. C2_S09_VRBD_01W	NA	yes	109	1	10	NA	NA
1241	C2_S09_VRBD_01W	ID-1416	NA	NA	NA	open	pipet to LGC layout for 16shipmentLGC	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	109	1	10	NA	NA
1214	C2_S09_VRBD_02	ID-1259	NA	NA	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	recultivated, freshly extracted and again 16S negative, C3_S07_VRBD_02W	NA	yes	109	6	1	NA	NA
1256	C2_S09_VRBD_02W	ID-1417	NA	NA	NA	open	pipet to LGC layout for 16shipmentLGC	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	109	6	1	NA	NA
1213	C2_S09_VRBD_03	ID-1260	NA	NA	NA	RES	-	NV	NV	NV	NV	NV	NV	NA	same as	NA	mis	109	NA	NA	NA	NA
1255	C2_S09_VRBD_03W	ID-1418	NA	NA	NA	open	NA	NV	NV	NV	NV	NV	NV	NA	NA	NA	mis	109	NA	NA	NA	NA
1212	C2_S09_VRBD_04	ID-1261	NA	NA	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	successful recultivation, new no. C2_S09_VRBD_04W	NA	yes	109	6	1	NA	NA
1254	C2_S09_VRBD_04W	ID-1419	Plate10	NA	NA	DONE	-	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	NA	NA	NA	yes	109	6	1	NA	NA
1062	C2_S09_YGC25_01	ID-1103	Plate06	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Kurtzmaniella-Candida_clade	NA	NA	NA	yes	110	41	7	NA	NA
1061	C2_S09_YGC25_02	ID-1104	Plate06	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Kurtzmaniella-Candida_clade	NA	NA	NA	yes	110	1	0	NA	NA
1060	C2_S09_YGC25_03	ID-1105	NA	NA	NA	open	pipet to new PCR layout for 16S PCR	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	110	1	0	NA	NA
1059	C2_S09_YGC25_04	ID-1106	NA	NA	NA	open	pipet to new PCR layout for 16S PCR	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	110	7	0	NA	NA
973	C2_S09_YGC4_01	ID-1012	Plate07	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Kurtzmaniella-Candida_clade	NA	NA	NA	yes	111	43	8	NA	NA
972	C2_S09_YGC4_02	ID-1013	Plate09	NA	NA	DONE	-	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA	NA	NA	yes	111	12	0	NA	NA
971	C2_S09_YGC4_03	ID-1014	Plate09	NA	NA	DONE	-	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA	NA	NA	yes	111	0	1	NA	NA
921	C2_S10_BR_01	ID-0964	Plate07	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Kurtzmaniella-Candida_clade	NA	NA	NA	yes	118	0	1	NA	NA
936	C2_S10_BR_02	ID-0965	Plate07	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Kurtzmaniella-Candida_clade	NA	NA	NA	yes	118	23	0	NA	NA
935	C2_S10_BR_03	ID-0966	Plate07	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Kurtzmaniella-Candida_clade	NA	NA	NA	yes	118	7	0	NA	NA
934	C2_S10_BR_04	ID-0967	Plate07	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Yarrowia	NA	NA	NA	yes	118	1	0	NA	NA
933	C2_S10_BR_05	ID-0968	NA	NA	NA	EX	-	NV	NV	NV	NV	NV	NV	NA	some error	NA	yes	118	5	0	NA	NA
1337	C2_S10_BR_05W	ID-1516	NA	NA	NA	RES	-	NV	NV	NV	NV	NV	NV	NA	NA	NA	yes	118	5	0	NA	NA
932	C2_S10_BR_06	ID-0969	Plate07	ok	NA	DONE	-	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Kurtzmaniella-Candida_clade	NA	NA	NA	yes	118	2	0	NA	NA
1180	C2_S10_MRS_01	ID-1229	Plate09	NA	NA	DONE	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	NA	NA	NA	yes	114	17	1	NA	NA
